bank_id,destination,section,exact_i_can,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,summative_version,secure
U2-S22-WARMUP1-03,Warm-Up 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,WU1-R2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-WARMUP1-04,Warm-Up 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,WU1-R3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-WARMUP2-01,Warm-Up 2,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,WU2-I1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-WARMUP2-02,Warm-Up 2,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,WU2-I2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-WARMUP2-03,Warm-Up 2,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,WU2-R,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-WARMUP2-04,Warm-Up 2,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,WU2-M,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-WARMUP3-01,Warm-Up 3,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,WU3-I,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-WARMUP3-02,Warm-Up 3,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,WU3-R,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-WARMUP3-03,Warm-Up 3,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,WU3-M1,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-WARMUP3-04,Warm-Up 3,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,WU3-M2,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXITTICKETA-01,Exit Ticket A,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,ETA-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-EXITTICKETA-02,Exit Ticket A,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,ETA-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-EXITTICKETA-03,Exit Ticket A,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,ETA-3,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-EXITTICKETA-04,Exit Ticket A,2.2,I can use key features of a line to interpret a relationship.,scale_error,ETA-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-EXITTICKETB-01,Exit Ticket B,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_evidence,ETB-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXITTICKETB-02,Exit Ticket B,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_evidence,ETB-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXITTICKETB-03,Exit Ticket B,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_evidence,ETB-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXITTICKETB-04,Exit Ticket B,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_evidence,ETB-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXITTICKETC-01,Exit Ticket C,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_evidence,ETC-1,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXITTICKETC-02,Exit Ticket C,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_evidence,ETC-2,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXITTICKETC-03,Exit Ticket C,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_evidence,ETC-3,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXITTICKETC-04,Exit Ticket C,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_evidence,ETC-4,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S23-WTC-01,WTC,2.3,I can apply slope-intercept structure to connect rate and starting value.,wtc_rule_from_table,shared-ticket-table,WTC-FRQ-PREVIEW-01,Table + Context,constructed response,,,False
U2-S23-NOTESEXAMPLE-01,Notes Example,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,Notes Example-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-NOTESYTI-01,Notes YTI,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,Notes YTI-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-NOTESEXAMPLE-02,Notes Example,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,Notes Example-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-NOTESYTI-02,Notes YTI,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,Notes YTI-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-NOTESEXAMPLE-03,Notes Example,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,Notes Example-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-NOTESYTI-03,Notes YTI,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,Notes YTI-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-NOTESEXAMPLE-04,Notes Example,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,Notes Example-4,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-NOTESYTI-04,Notes YTI,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,Notes YTI-4,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-NOTESEXAMPLE-05,Notes Example,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,Notes Example-5,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-NOTESYTI-05,Notes YTI,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,Notes YTI-5,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-NOTESEXAMPLE-06,Notes Example,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,Notes Example-6,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-NOTESYTI-06,Notes YTI,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,Notes YTI-6,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-01,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F1-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET1-02,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F1-2,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET1-03,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F1-3,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET1-04,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-05,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-06,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-07,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-08,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-09,Practice Set 1,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-10,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F1-1,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-11,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F1-2,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-12,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F1-3,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET1-13,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F1-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-14,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F1-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-15,Practice Set 1,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F1-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-16,Practice Set 1,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F1-1,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-17,Practice Set 1,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F1-2,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-18,Practice Set 1,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F1-3,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-19,Practice Set 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F1-R1,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-20,Practice Set 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F1-R2,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-21,Practice Set 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F1-R3,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET1-22,Practice Set 1,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F1-M1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET1-23,Practice Set 1,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F1-M2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET1-24,Practice Set 1,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F1-M3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET2-01,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F2-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET2-02,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F2-2,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET2-03,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F2-3,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET2-04,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-05,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-06,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-07,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-08,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-09,Practice Set 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-10,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F2-1,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-11,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F2-2,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-12,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F2-3,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET2-13,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F2-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-14,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F2-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-15,Practice Set 2,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F2-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-16,Practice Set 2,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F2-1,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-17,Practice Set 2,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F2-2,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-18,Practice Set 2,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F2-3,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-19,Practice Set 2,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F2-R1,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-20,Practice Set 2,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F2-R2,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-21,Practice Set 2,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F2-R3,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET2-22,Practice Set 2,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F2-M1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET2-23,Practice Set 2,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F2-M2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET2-24,Practice Set 2,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F2-M3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET3-01,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F3-1-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET3-02,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F3-2-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET3-03,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F3-3-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-PRACTICESET3-04,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F3-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-05,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F3-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-06,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F3-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-07,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F3-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-08,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F3-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-09,Practice Set 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F3-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-10,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F3-1-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-11,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F3-2-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-12,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F3-3-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-PRACTICESET3-13,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F3-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-14,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F3-2-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-15,Practice Set 3,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F3-3-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-16,Practice Set 3,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F3-1-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-17,Practice Set 3,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F3-2-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-18,Practice Set 3,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F3-3-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-19,Practice Set 3,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F3-R1-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-20,Practice Set 3,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F3-R2-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-21,Practice Set 3,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F3-R3-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-PRACTICESET3-22,Practice Set 3,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F3-M1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET3-23,Practice Set 3,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F3-M2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-PRACTICESET3-24,Practice Set 3,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F3-M3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXTRAPRACTICE-01,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F4-1-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-EXTRAPRACTICE-02,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F4-2-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-EXTRAPRACTICE-03,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,F4-3-Q3E,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-EXTRAPRACTICE-04,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F4-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-05,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F4-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-06,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,F4-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-07,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F4-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-08,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F4-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-09,Extra Practice,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,F4-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-10,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F4-1-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-11,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F4-2-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-12,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,F4-3-Q3E,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-13,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F4-1-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-14,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F4-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-15,Extra Practice,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,F4-3-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-16,Extra Practice,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F4-1-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-17,Extra Practice,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F4-2-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
