bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S3-P1-15,Practice Set 1,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"-12, -3, 0, -3, -12.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P1-16,Practice Set 1,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct; reflect across the x-axis, vertically compress by factor $\frac{1}{2}$, then shift up 2.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P1-17,Practice Set 1,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,Yes. Every table value is obtained by applying the stated output transformation to $|x|$.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P1-18,Practice Set 1,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"Multiplying the outputs by 3 creates a vertical stretch by factor 3; a right shift would require changing the input, such as $f(x-3)$.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-19,Practice Set 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x+1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-20,Practice Set 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=x-2$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-21,Practice Set 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x-1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-22,Practice Set 1,4.3,Interpret slope as a measure of constant rate of change.,,$m=1.5/3=0.5$. The position changes by 0.5 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-23,Practice Set 1,4.3,Interpret slope as a measure of constant rate of change.,,$m=2/1=2$. The position changes by 2 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet1-24,Practice Set 1,4.3,Interpret slope as a measure of constant rate of change.,,$m=-2/2=-1$. The position changes by -1 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-01,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"Yes. Multiplying each parent output $|x|$ by $-2$ gives the listed table values, so both represent a reflection across the x-axis with vertical stretch factor 2.",Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-02,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"Multiplying the outputs by 3 creates a vertical stretch by factor 3; a right shift would require changing the input, such as $f(x-3)$.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-03,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,reflection across the x-axis and vertical stretch by factor 3.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-04,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"8, 2, 0, 2, 8.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-05,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,Vertical stretch by factor $\frac{3}{2}$.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-06,Practice Set 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"-4, -1, 0, -1, -4.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-07,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,"One correct mapping is $(2,4)$ maps to $(2,3)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-08,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,vertical stretch by factor 2.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-09,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,"2, 0.5, 0, 0.5, 2.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-10,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,"Reflect across the x-axis, vertically stretch by factor $\frac{5}{2}$, then shift down 1.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-11,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,Yes. Every table value is obtained by applying the stated output transformation to $|x|$.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-12,Practice Set 2,4.3,I can apply transformation rules to key points and features across function families.,,"A vertical scale changes every output relative to the x-axis; all y-coordinates must be multiplied by the factor, not just the vertex.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-13,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The correct transformed values are -2, -0.5, -0, -0.5, -2; the entry at $x=2$ should be -2.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-14,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct; reflect across the x-axis, shift up 3.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-15,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,The claim is correct; the graph shows vertical compression by factor $\frac{1}{3}$.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-16,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,No. The value at $x=2$ should be 6; the other listed values follow the rule.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-17,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,A reflection of the function across the x-axis changes every output $y$ to $-y$; points on both sides of the graph must be reflected.,Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P2-18,Practice Set 2,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,reflection across the x-axis.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-19,Practice Set 2,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x+1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-20,Practice Set 2,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=x-2$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-21,Practice Set 2,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x-1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-22,Practice Set 2,4.3,Interpret slope as a measure of constant rate of change.,,$m=2/1=2$. The position changes by 2 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-23,Practice Set 2,4.3,Interpret slope as a measure of constant rate of change.,,$m=-2/2=-1$. The position changes by -1 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet2-24,Practice Set 2,4.3,Interpret slope as a measure of constant rate of change.,,$m=1.5/3=0.5$. The position changes by 0.5 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-01,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,A reflection of the function across the x-axis changes every output $y$ to $-y$; points on both sides of the graph must be reflected.,Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-02,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,reflection across the x-axis.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-03,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"-12, -3, 0, -3, -12.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-04,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"Reflect across the x-axis, vertically compress by factor $\frac{3}{4}$, then shift up 1.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-05,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"Yes. Multiplying each parent output by $0.5$ gives the listed values, so both represent a vertical compression by factor $0.5$.",Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-06,Practice Set 3,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"-8, -2, 0, -2, -8.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-07,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,Vertical stretch by factor $3$.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-08,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,"8, 2, 0, 2, 8.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-09,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,"One correct mapping is $(2,4)$ maps to $(2,5)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-10,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,Yes. Every table value is obtained by applying the stated output transformation to $|x|$.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-11,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,"Because the output multiplier has magnitude between 0 and 1, the graph is vertically compressed by factor $1/2$; positivity only tells us there is no x-axis reflection.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-12,Practice Set 3,4.3,I can apply transformation rules to key points and features across function families.,,Reflection across the x-axis and vertical stretch by factor 2.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-13,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"6, 1.5, 0, 1.5, 6.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-14,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct; reflect across the x-axis, vertically stretch by factor $\frac{5}{4}$, then shift down 3.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-15,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,Yes. Every table value is obtained by applying the stated output transformation to $|x|$.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-16,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"A vertical stretch multiplies every output by 2. Points with negative x, zero x, and positive x must all be transformed consistently.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-17,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,vertical compression by factor 0.5.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-P3-18,Practice Set 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The correct transformed values are 12, 3, 0, 3, 12; the entry at $x=-1$ should be 3.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-19,Practice Set 3,4.3,Analyze and interpret systems of linear inequalities.,,Shade above the dashed line $y=x+2$; shade on or below the solid line $y=-2x+5$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-20,Practice Set 3,4.3,Analyze and interpret systems of linear inequalities.,,Shade below the dashed line $y=2x+3$; shade on or above the solid line $y=-x-2$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-21,Practice Set 3,4.3,Analyze and interpret systems of linear inequalities.,,Shade above the dashed line $y=-0.5x+1$; shade on or below the solid line $y=x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-22,Practice Set 3,4.3,Interpret slope as a measure of constant rate of change.,,$m=-2/2=-1$. The position changes by -1 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-23,Practice Set 3,4.3,Interpret slope as a measure of constant rate of change.,,$m=1.5/3=0.5$. The position changes by 0.5 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PracticeSet3-24,Practice Set 3,4.3,Interpret slope as a measure of constant rate of change.,,$m=2/1=2$. The position changes by 2 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-01,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,Vertical stretch by factor 4.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-02,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"1, 0.25, 0, 0.25, 1.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-03,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,Vertical compression by factor $\frac{2}{3}$.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-04,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"No. The point $(2,5)$ does not follow $g(x)=3|x|$; its output should be 6, so the table and equation are not the same transformed function.",Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-05,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,Multiplying every output by $-1$ reflects the graph across the x-axis. A y-axis reflection would change the input to $f(-x)$.,Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-06,Extra Practice,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"-12, -3, 0, -3, -12. This is a reflection across the x-axis and vertical stretch by factor 3.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-07,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,"One correct mapping is $(2,4)$ maps to $(2,7)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-08,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,"Reflect across the x-axis, vertically stretch by factor $2$, then shift down 2.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-09,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,No. The value at $x=2$ should be 3; the other listed values follow the rule.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-10,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,Subtracting 4 from every output shifts the graph down 4 units; it does not scale the outputs.,Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-11,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,reflection across the x-axis and vertical stretch by factor 3.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-12,Extra Practice,4.3,I can apply transformation rules to key points and features across function families.,,"12, 3, 0, 3, 12.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-13,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"-2, -0.5, 0, -0.5, -2.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-14,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct; reflect across the x-axis, vertically stretch by factor $4$, then shift up 2.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-15,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The negative sign reflects the graph across the x-axis, and the magnitude $0.5$ also creates a vertical compression by factor $0.5$.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-16,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,Vertical compression by factor $\frac{1}{3}$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-17,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The correct transformed values are 6, 1.5, 0, 1.5, 6; the entry at $x=1$ should be 1.5.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-PX-18,Extra Practice,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct; the graph shows reflection across the x-axis, vertical stretch by 2, then shift up 1.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-19,Extra Practice,4.3,Analyze and interpret systems of linear inequalities.,,Shade on or above the solid line $y=-x-1$; shade below the dashed line $y=2x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-20,Extra Practice,4.3,Analyze and interpret systems of linear inequalities.,,Shade on or below the solid line $y=0.5x+2$; shade above the dashed line $y=-2x-3$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-21,Extra Practice,4.3,Analyze and interpret systems of linear inequalities.,,Shade below the dashed line $y=-3x+2$; shade on or above the solid line $y=x-4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-22,Extra Practice,4.3,Interpret slope as a measure of constant rate of change.,,$m=1.5/3=0.5$. The position changes by 0.5 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-23,Extra Practice,4.3,Interpret slope as a measure of constant rate of change.,,$m=2/1=2$. The position changes by 2 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExtraPractice-24,Extra Practice,4.3,Interpret slope as a measure of constant rate of change.,,$m=-2/2=-1$. The position changes by -1 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-01,CYU,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,Vertical stretch by factor $\frac{4}{3}$.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-02,CYU,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,The negative sign also reflects the graph across the x-axis; the magnitude 3 creates a vertical stretch by factor 3.,Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-03,CYU,4.3,I can apply transformation rules to key points and features across function families.,,"The transformed y-values are -8, -2, 0, -2, -8.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-04,CYU,4.3,I can apply transformation rules to key points and features across function families.,,Yes. Each table value is twice $|x|$ and then decreased by 1.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-05,CYU,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,Reflect across the x-axis and vertically compress by a factor of $\frac12$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-CYU-06,CYU,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"The claim is correct: reflect across the x-axis, vertically compress by factor $\frac{1}{3}$, then shift down 1.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WU1-01,Warm-Up 1,4.3,"Accurately perform operations with integers, fractions, and decimals while interpreting results in mathematical and contextual situations.",,Side numbers -3 and -6 give product 18 and sum -9; fill the blank cell(s) accordingly.,Diamond,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp1-02,Warm-Up 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=x-2$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp1-03,Warm-Up 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x-1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp1-04,Warm-Up 1,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=x+0$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WU2-01,Warm-Up 2,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"2, 0.5, 0, 0.5, 2.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WU2-02,Warm-Up 2,4.3,I can apply transformation rules to key points and features across function families.,,"Reflect across the x-axis, vertically stretch by factor $\frac{5}{3}$, then shift up 3.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp2-03,Warm-Up 2,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x-1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp2-04,Warm-Up 2,4.3,Interpret slope as a measure of constant rate of change.,,$m=-2/2=-1$. The position changes by -1 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WU3-01,Warm-Up 3,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"Yes. Multiplying each parent output $|x|$ by $-2$ gives the listed table values, so both represent a reflection across the x-axis with vertical stretch factor 2.",Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp3-02,Warm-Up 3,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x-1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp3-03,Warm-Up 3,4.3,Interpret slope as a measure of constant rate of change.,,$m=1.5/3=0.5$. The position changes by 0.5 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-WarmUp3-04,Warm-Up 3,4.3,Interpret slope as a measure of constant rate of change.,,$m=2/1=2$. The position changes by 2 miles per hour.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETA-01,Exit Ticket A,4.3,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",,"Independent evidence of: I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETA-02,Exit Ticket A,4.3,I can apply transformation rules to key points and features across function families.,,Independent evidence of: I can apply transformation rules to key points and features across function families.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETA-03,Exit Ticket A,4.3,"I can assess whether an equation, graph, or table represents the same transformed function.",,"Independent evidence of: I can assess whether an equation, graph, or table represents the same transformed function.",Conceptual diagnosis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETA-04,Exit Ticket A,4.3,I can apply transformation rules to key points and features across function families.,,Independent evidence of: I can apply transformation rules to key points and features across function families.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExitTicketB-01,Exit Ticket B,4.3,Analyze and interpret systems of linear inequalities.,,Shade points above the dashed line $y=2x+1$ and on/below the solid line $y=-x+4$; the overlap is the solution region.,Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExitTicketB-02,Exit Ticket B,4.3,Analyze and interpret systems of linear inequalities.,,"Correctly identifies both boundary types, the intersection of the two half-planes, and a valid common solution point.",Graph reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExitTicketB-03,Exit Ticket B,4.3,Analyze and interpret systems of linear inequalities.,,Recognizes an empty overlap region from incompatible parallel boundaries and explains why no point can satisfy both inequalities.,Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ExitTicketB-04,Exit Ticket B,4.3,Analyze and interpret systems of linear inequalities.,,Checks both inequalities correctly and interprets satisfying both as membership in the system solution region.,Equation + region reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETC-01,Exit Ticket C,4.3,"Interpret slope as constant rate of change across tables, graphs, and contexts and judge whether a rate is reasonable.",U4-MG01,"Portfolio evidence for U4-MG01: Interpret slope as constant rate of change across tables, graphs, and contexts and judge whether a rate is reasonable.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETC-02,Exit Ticket C,4.3,"Interpret slope as constant rate of change across tables, graphs, and contexts and judge whether a rate is reasonable.",U4-MG01,Computes a unit rate from equal table intervals and interprets the constant pattern with correct units.,Table + Context,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETC-03,Exit Ticket C,4.3,"Interpret slope as constant rate of change across tables, graphs, and contexts and judge whether a rate is reasonable.",U4-MG01,Uses context to assign the correct signed rate and explains why the sign communicates direction of change.,Context + Units,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S3-ETC-04,Exit Ticket C,4.3,"Interpret slope as constant rate of change across tables, graphs, and contexts and judge whether a rate is reasonable.",U4-MG01,Calculates and interprets a signed contextual slope from two points and uses the constant rate for a reasonable local prediction.,Points + Context,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WTC-001,WTC,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,"The partial areas are $x^2,4x,3x,12$, so total area is $x^2+7x+12$. Replacing $x+3$ by $x-2$ makes the second row negative: $-2x$ and $-8$, changing the product to $x^2+2x-8$.",Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-01,Notes Example,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$3x^2 + 2x + 2$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-YTI-01,Notes YTI,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$x^2 + 7x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-02,Notes Example,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$2x^2 + 6x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
