bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S4_EXT_06,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_square,ext-06,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_07,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_square,ext-07,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_08,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_square,ext-08,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_09,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_formula,ext-09,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_10,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_formula,ext-10,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_11,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_formula,ext-11,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_12,Extra Practice,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_choose_formula,ext-12,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_13,Extra Practice,6.4,Intro,I can formulate a solution-method plan based on the structure of a quadratic equation.,"Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_method_table,ext-13,COMPARE-COMPETING-METHODS-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_14,Extra Practice,6.4,Intro,"I can critique a selected solution method for efficiency, accuracy, and fit to the equation.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_compare_methods,ext-14,COMPARE-COMPETING-METHODS-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_15,Extra Practice,6.4,Intro,"I can critique a selected solution method for efficiency, accuracy, and fit to the equation.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_exact_approx,ext-15,COMPARE-EFFICIENCY-CONTEXT-01,Context + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_16,Extra Practice,6.4,Intro,"I can critique a selected solution method for efficiency, accuracy, and fit to the equation.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",p_critique_default_method,ext-16,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_EXT_17,Extra Practice,6.4,Review,I can apply difference-of-squares and perfect-square-trinomial patterns.,Students will recognize and factor special polynomial patterns.,r_difference_squares,ext-17,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.3,
U6_S4_EXT_18,Extra Practice,6.4,Review,I can apply difference-of-squares and perfect-square-trinomial patterns.,Students will recognize and factor special polynomial patterns.,r_perfect_square,ext-18,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.3,
U6_S4_EXT_19,Extra Practice,6.4,Review,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,Students will recognize and factor special polynomial patterns.,r_recognize_pattern,ext-19,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.3,
U6_S4_EXT_20,Extra Practice,6.4,Review,I can design a strategy for factoring special polynomial patterns.,Students will recognize and factor special polynomial patterns.,r_pattern_reason,ext-20,ARGUE-JUSTIFY-GENERAL-CASE-01,Expression + Prose,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.3,
U6_S4_EXT_21,Extra Practice,6.4,Mastery,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.","Students will identify common function families from graphs, equations, tables, and contexts.",m_family_linear,ext-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table pattern (described),constructed/open response,U6-MG01,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.1,
U6_S4_EXT_22,Extra Practice,6.4,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Students will identify common function families from graphs, equations, tables, and contexts.",m_family_exponential,ext-22,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table pattern (described),constructed/open response,U6-MG01,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.1,
U6_S4_EXT_23,Extra Practice,6.4,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Students will identify common function families from graphs, equations, tables, and contexts.",m_family_abs,ext-23,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed/open response,U6-MG01,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.1,
U6_S4_EXT_24,Extra Practice,6.4,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Students will identify common function families from graphs, equations, tables, and contexts.",m_family_evidence_strength,ext-24,ERROR-CRITIQUE-CLAIM-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.1,
U6_S5_P1_01,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p1-01,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_02,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p1-02,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_03,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p1-03,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_04,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p1-04,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_05,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p1-05,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_06,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p1-06,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_07,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p1-07,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_08,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p1-08,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_09,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p1-09,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_10,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p1-10,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_11,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p1-11,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_12,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p1-12,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_13,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_graph_optimize,p1-13,GRAPH-INFER-BEHAVIOR-01,Graph + Context,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_14,Practice Set 1,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_table_model,p1-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_15,Practice Set 1,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_area_optimize,p1-15,OPTIMIZE-CONSTRAINED-ARRANGEMENT-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_16,Practice Set 1,6.5,Intro,I can assess whether a quadratic model and its solutions are reasonable for the situation.,"Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_domain_reasonableness,p1-16,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P1_17,Practice Set 1,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor,p1-17,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P1_18,Practice Set 1,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor_sign,p1-18,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P1_19,Practice Set 1,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_product_sum,p1-19,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Equation + Number structure,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P1_20,Practice Set 1,6.5,Review,I can predict missing factors or terms by extending product-sum reasoning.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_missing_term_factor,p1-20,TABLE-RECONSTRUCT-MISSING-CELLS-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P1_21,Practice Set 1,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_describe,p1-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P1_22,Practice Set 1,6.5,Mastery,I can apply transformation rules to key points and features across function families.,"Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_point,p1-22,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P1_23,Practice Set 1,6.5,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_equivalence,p1-23,VERIFY-REASONABLENESS-01,Equation + Points,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P1_24,Practice Set 1,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_write,p1-24,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P2_01,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p2-01,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_02,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p2-02,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_03,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p2-03,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_04,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p2-04,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_05,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p2-05,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_06,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p2-06,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_07,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p2-07,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_08,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p2-08,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_09,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p2-09,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_10,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p2-10,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_11,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p2-11,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_12,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p2-12,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_13,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_graph_optimize,p2-13,GRAPH-INFER-BEHAVIOR-01,Graph + Context,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_14,Practice Set 2,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_table_model,p2-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_15,Practice Set 2,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_area_optimize,p2-15,OPTIMIZE-CONSTRAINED-ARRANGEMENT-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_16,Practice Set 2,6.5,Intro,I can assess whether a quadratic model and its solutions are reasonable for the situation.,"Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_domain_reasonableness,p2-16,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P2_17,Practice Set 2,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor,p2-17,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P2_18,Practice Set 2,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor_sign,p2-18,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P2_19,Practice Set 2,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_product_sum,p2-19,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Equation + Number structure,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P2_20,Practice Set 2,6.5,Review,I can predict missing factors or terms by extending product-sum reasoning.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_missing_term_factor,p2-20,TABLE-RECONSTRUCT-MISSING-CELLS-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P2_21,Practice Set 2,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_describe,p2-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P2_22,Practice Set 2,6.5,Mastery,I can apply transformation rules to key points and features across function families.,"Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_point,p2-22,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P2_23,Practice Set 2,6.5,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_equivalence,p2-23,VERIFY-REASONABLENESS-01,Equation + Points,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P2_24,Practice Set 2,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_write,p2-24,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P3_01,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p3-01,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_02,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p3-02,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_03,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p3-03,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_04,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,p3-04,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_05,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p3-05,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_06,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p3-06,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_07,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p3-07,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_08,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,p3-08,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_09,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p3-09,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_10,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p3-10,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_11,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p3-11,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
