bank_id,destination,section,label,exact_target,mastery_goal,spiral_stage,question_family_id,variation,task_architecture,representation,response_type,security,summative_version
u5_53_014,Practice Set 1,5.3,Practice Set 1 — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_53_015,Practice Set 1,5.3,Practice Set 1 — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_53_016,Practice Set 1,5.3,Practice Set 1 — 3,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_53_017,Practice Set 1,5.3,Practice Set 1 — 4,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_53_018,Practice Set 1,5.3,Practice Set 1 — 5,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_53_019,Practice Set 1,5.3,Practice Set 1 — 6,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form1-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_53_020,Practice Set 1,5.3,Practice Set 1 — 7,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_53_021,Practice Set 1,5.3,Practice Set 1 — 8,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_53_022,Practice Set 1,5.3,Practice Set 1 — 9,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_53_023,Practice Set 1,5.3,Practice Set 1 — 10,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_53_024,Practice Set 1,5.3,Practice Set 1 — 11,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_53_025,Practice Set 1,5.3,Practice Set 1 — 12,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form1-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_53_026,Practice Set 1,5.3,Practice Set 1 — 13,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form1-q13,direct-procedure,Equation,constructed/open response,instructional,
u5_53_027,Practice Set 1,5.3,Practice Set 1 — 14,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form1-q14,direct-procedure,Equation,constructed/open response,instructional,
u5_53_028,Practice Set 1,5.3,Practice Set 1 — 15,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-LOOKALIKE-COMPARE,form1-q15,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_53_029,Practice Set 1,5.3,Practice Set 1 — 16,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-ERROR-PATTERN,form1-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_53_030,Practice Set 1,5.3,Practice Set 1 — 17,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form1-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_53_031,Practice Set 1,5.3,Practice Set 1 — 18,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form1-q18,direct-procedure,Equation,constructed/open response,instructional,
u5_53_032,Practice Set 1,5.3,Practice Set 1 — 19,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form1-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_53_033,Practice Set 1,5.3,Practice Set 1 — 20,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form1-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_53_034,Practice Set 1,5.3,Practice Set 1 — 21,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form1-q21,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_035,Practice Set 1,5.3,Practice Set 1 — 22,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form1-q22,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_036,Practice Set 1,5.3,Practice Set 1 — 23,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form1-q23,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_037,Practice Set 1,5.3,Practice Set 1 — 24,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form1-q24,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_038,Practice Set 2,5.3,Practice Set 2 — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_53_039,Practice Set 2,5.3,Practice Set 2 — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_53_040,Practice Set 2,5.3,Practice Set 2 — 3,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_53_041,Practice Set 2,5.3,Practice Set 2 — 4,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_53_042,Practice Set 2,5.3,Practice Set 2 — 5,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_53_043,Practice Set 2,5.3,Practice Set 2 — 6,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form2-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_53_044,Practice Set 2,5.3,Practice Set 2 — 7,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_53_045,Practice Set 2,5.3,Practice Set 2 — 8,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_53_046,Practice Set 2,5.3,Practice Set 2 — 9,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_53_047,Practice Set 2,5.3,Practice Set 2 — 10,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_53_048,Practice Set 2,5.3,Practice Set 2 — 11,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_53_049,Practice Set 2,5.3,Practice Set 2 — 12,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form2-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_53_050,Practice Set 2,5.3,Practice Set 2 — 13,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form2-q13,direct-procedure,Equation,constructed/open response,instructional,
u5_53_051,Practice Set 2,5.3,Practice Set 2 — 14,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form2-q14,direct-procedure,Equation,constructed/open response,instructional,
u5_53_052,Practice Set 2,5.3,Practice Set 2 — 15,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-LOOKALIKE-COMPARE,form2-q15,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_53_053,Practice Set 2,5.3,Practice Set 2 — 16,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-ERROR-PATTERN,form2-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_53_054,Practice Set 2,5.3,Practice Set 2 — 17,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form2-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_53_055,Practice Set 2,5.3,Practice Set 2 — 18,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form2-q18,direct-procedure,Equation,constructed/open response,instructional,
u5_53_056,Practice Set 2,5.3,Practice Set 2 — 19,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form2-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_53_057,Practice Set 2,5.3,Practice Set 2 — 20,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form2-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_53_058,Practice Set 2,5.3,Practice Set 2 — 21,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form2-q21,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_059,Practice Set 2,5.3,Practice Set 2 — 22,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form2-q22,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_060,Practice Set 2,5.3,Practice Set 2 — 23,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form2-q23,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_061,Practice Set 2,5.3,Practice Set 2 — 24,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form2-q24,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_062,Practice Set 3,5.3,Practice Set 3 — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_53_063,Practice Set 3,5.3,Practice Set 3 — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_53_064,Practice Set 3,5.3,Practice Set 3 — 3,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_53_065,Practice Set 3,5.3,Practice Set 3 — 4,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_53_066,Practice Set 3,5.3,Practice Set 3 — 5,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_53_067,Practice Set 3,5.3,Practice Set 3 — 6,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form3-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_53_068,Practice Set 3,5.3,Practice Set 3 — 7,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_53_069,Practice Set 3,5.3,Practice Set 3 — 8,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_53_070,Practice Set 3,5.3,Practice Set 3 — 9,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_53_071,Practice Set 3,5.3,Practice Set 3 — 10,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_53_072,Practice Set 3,5.3,Practice Set 3 — 11,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_53_073,Practice Set 3,5.3,Practice Set 3 — 12,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form3-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_53_074,Practice Set 3,5.3,Practice Set 3 — 13,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form3-q13,direct-procedure,Equation,constructed/open response,instructional,
u5_53_075,Practice Set 3,5.3,Practice Set 3 — 14,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form3-q14,direct-procedure,Equation,constructed/open response,instructional,
u5_53_076,Practice Set 3,5.3,Practice Set 3 — 15,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-LOOKALIKE-COMPARE,form3-q15,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_53_077,Practice Set 3,5.3,Practice Set 3 — 16,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-ERROR-PATTERN,form3-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_53_078,Practice Set 3,5.3,Practice Set 3 — 17,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form3-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_53_079,Practice Set 3,5.3,Practice Set 3 — 18,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form3-q18,direct-procedure,Equation,constructed/open response,instructional,
u5_53_080,Practice Set 3,5.3,Practice Set 3 — 19,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form3-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_53_081,Practice Set 3,5.3,Practice Set 3 — 20,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form3-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_53_082,Practice Set 3,5.3,Practice Set 3 — 21,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form3-q21,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_083,Practice Set 3,5.3,Practice Set 3 — 22,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form3-q22,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_084,Practice Set 3,5.3,Practice Set 3 — 23,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form3-q23,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_085,Practice Set 3,5.3,Practice Set 3 — 24,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form3-q24,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_086,Extra Practice,5.3,Extra Practice — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_53_087,Extra Practice,5.3,Extra Practice — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_53_088,Extra Practice,5.3,Extra Practice — 3,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_53_089,Extra Practice,5.3,Extra Practice — 4,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_53_090,Extra Practice,5.3,Extra Practice — 5,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_53_091,Extra Practice,5.3,Extra Practice — 6,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,form4-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_53_092,Extra Practice,5.3,Extra Practice — 7,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_53_093,Extra Practice,5.3,Extra Practice — 8,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_53_094,Extra Practice,5.3,Extra Practice — 9,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_53_095,Extra Practice,5.3,Extra Practice — 10,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_53_096,Extra Practice,5.3,Extra Practice — 11,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_53_097,Extra Practice,5.3,Extra Practice — 12,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-PERFECT-SQUARE,form4-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_53_098,Extra Practice,5.3,Extra Practice — 13,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form4-q13,direct-procedure,Equation,constructed/open response,instructional,
u5_53_099,Extra Practice,5.3,Extra Practice — 14,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,form4-q14,direct-procedure,Equation,constructed/open response,instructional,
u5_53_100,Extra Practice,5.3,Extra Practice — 15,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-LOOKALIKE-COMPARE,form4-q15,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_53_101,Extra Practice,5.3,Extra Practice — 16,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-ERROR-PATTERN,form4-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_53_102,Extra Practice,5.3,Extra Practice — 17,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form4-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_53_103,Extra Practice,5.3,Extra Practice — 18,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form4-q18,direct-procedure,Equation,constructed/open response,instructional,
u5_53_104,Extra Practice,5.3,Extra Practice — 19,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form4-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_53_105,Extra Practice,5.3,Extra Practice — 20,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,form4-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_53_106,Extra Practice,5.3,Extra Practice — 21,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form4-q21,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_107,Extra Practice,5.3,Extra Practice — 22,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,form4-q22,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_108,Extra Practice,5.3,Extra Practice — 23,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form4-q23,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_53_109,Extra Practice,5.3,Extra Practice — 24,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-EXPAND,form4-q24,INVERSE-REVERSE-REASONING-01,Equation,constructed/open response,instructional,
u5_54_014,Practice Set 1,5.4,Practice Set 1 — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form1-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_54_015,Practice Set 1,5.4,Practice Set 1 — 2,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form1-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_54_016,Practice Set 1,5.4,Practice Set 1 — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form1-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_54_017,Practice Set 1,5.4,Practice Set 1 — 4,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form1-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_54_018,Practice Set 1,5.4,Practice Set 1 — 5,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form1-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_54_019,Practice Set 1,5.4,Practice Set 1 — 6,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form1-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_54_020,Practice Set 1,5.4,Practice Set 1 — 7,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form1-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_54_021,Practice Set 1,5.4,Practice Set 1 — 8,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form1-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_54_022,Practice Set 1,5.4,Practice Set 1 — 9,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form1-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_54_023,Practice Set 1,5.4,Practice Set 1 — 10,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form1-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_54_024,Practice Set 1,5.4,Practice Set 1 — 11,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form1-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_54_025,Practice Set 1,5.4,Practice Set 1 — 12,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form1-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_54_026,Practice Set 1,5.4,Practice Set 1 — 13,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-ZEROS,form1-q13,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_027,Practice Set 1,5.4,Practice Set 1 — 14,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-GRAPH-TO-FACTORS,form1-q14,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_54_028,Practice Set 1,5.4,Practice Set 1 — 15,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form1-q15,direct-procedure,Equation,constructed/open response,instructional,
u5_54_029,Practice Set 1,5.4,Practice Set 1 — 16,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form1-q16,direct-procedure,Equation,constructed/open response,instructional,
u5_54_030,Practice Set 1,5.4,Practice Set 1 — 17,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form1-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_54_031,Practice Set 1,5.4,Practice Set 1 — 18,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-ZEROS,form1-q18,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_032,Practice Set 1,5.4,Practice Set 1 — 19,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-INTERPRET,form1-q19,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_033,Practice Set 1,5.4,Practice Set 1 — 20,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-ERROR-ZEROS,form1-q20,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_54_034,Practice Set 1,5.4,Practice Set 1 — 21,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form1-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_54_035,Practice Set 1,5.4,Practice Set 1 — 22,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form1-q22,direct-procedure,Equation,constructed/open response,instructional,
u5_54_036,Practice Set 1,5.4,Practice Set 1 — 23,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-COMPARE-A,form1-q23,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_54_037,Practice Set 1,5.4,Practice Set 1 — 24,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-TO-FACTORS,form1-q24,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_038,Practice Set 2,5.4,Practice Set 2 — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form2-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_54_039,Practice Set 2,5.4,Practice Set 2 — 2,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form2-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_54_040,Practice Set 2,5.4,Practice Set 2 — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form2-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_54_041,Practice Set 2,5.4,Practice Set 2 — 4,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form2-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_54_042,Practice Set 2,5.4,Practice Set 2 — 5,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form2-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_54_043,Practice Set 2,5.4,Practice Set 2 — 6,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form2-q06,direct-procedure,Equation,constructed/open response,instructional,
