order,bank_id,destination,section,i_can,stage,question_family_id,variation,representation,response_type,summative_version,mastery_goal_id
302,U8-S3-P1-11,Practice Set 1,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-FEATURES,P1-11,Equation,constructed/open response,,
303,U8-S3-P1-12,Practice Set 1,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-SYMMETRY-TABLE,P1-12,Table,constructed/open response,,
304,U8-S3-P1-13,Practice Set 1,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-PIECEWISE-EVAL,P1-13,Equation,constructed/open response,,
305,U8-S3-P1-14,Practice Set 1,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-WRITE-PIECEWISE,P1-14,Context + Equation,constructed/open response,,
306,U8-S3-P1-15,Practice Set 1,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-DOMAIN-RESTRICTION,P1-15,Context,constructed/open response,,
307,U8-S3-P1-16,Practice Set 1,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-GRAPH-ABS,P1-16,Graph,constructed/open response,,
308,U8-S3-P1-17,Practice Set 1,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-EQUATION,P1-17,Equation + Context,constructed/open response,,
309,U8-S3-P1-18,Practice Set 1,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-ABS-PIECEWISE-CONNECT,P1-18,Multiple representations,constructed/open response,,
310,U8-S3-P1-19,Practice Set 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,P1-19,Table,constructed/open response,,
311,U8-S3-P1-20,Practice Set 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,P1-20,Equation,constructed/open response,,
312,U8-S3-P1-21,Practice Set 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,P1-21,Context,constructed/open response,,
313,U8-S3-P1-22,Practice Set 1,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTORED,P1-22,Equation,constructed/open response,,
314,U8-S3-P1-23,Practice Set 1,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,P1-23,Equation,constructed/open response,,
315,U8-S3-P1-24,Practice Set 1,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-CONTEXT,P1-24,Context + Equation,constructed/open response,,
316,U8-S3-P2-01,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,P2-1,Equation,constructed/open response,,
317,U8-S3-P2-02,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,P2-2,Table,constructed/open response,,
318,U8-S3-P2-03,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-PIECEWISE-EVAL,P2-3,Equation,constructed/open response,,
319,U8-S3-P2-04,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-WRITE-PIECEWISE,P2-4,Context + Equation,constructed/open response,,
320,U8-S3-P2-05,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-DOMAIN-RESTRICTION,P2-5,Context,constructed/open response,,
321,U8-S3-P2-06,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-GRAPH-ABS,P2-6,Graph,constructed/open response,,
322,U8-S3-P2-07,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-EQUATION,P2-7,Equation + Context,constructed/open response,,
323,U8-S3-P2-08,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-PIECEWISE-CONNECT,P2-8,Multiple representations,constructed/open response,,
324,U8-S3-P2-09,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-INTERVAL-BEHAVIOR,P2-9,Equation,constructed/open response,,
325,U8-S3-P2-10,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-DISTANCE-MODEL,P2-10,Context + Equation,constructed/open response,,
326,U8-S3-P2-11,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-FEATURES,P2-11,Equation,constructed/open response,,
327,U8-S3-P2-12,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-SYMMETRY-TABLE,P2-12,Table,constructed/open response,,
328,U8-S3-P2-13,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-PIECEWISE-EVAL,P2-13,Equation,constructed/open response,,
329,U8-S3-P2-14,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-WRITE-PIECEWISE,P2-14,Context + Equation,constructed/open response,,
330,U8-S3-P2-15,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-DOMAIN-RESTRICTION,P2-15,Context,constructed/open response,,
331,U8-S3-P2-16,Practice Set 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-GRAPH-ABS,P2-16,Graph,constructed/open response,,
332,U8-S3-P2-17,Practice Set 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-EQUATION,P2-17,Equation + Context,constructed/open response,,
333,U8-S3-P2-18,Practice Set 2,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-ABS-PIECEWISE-CONNECT,P2-18,Multiple representations,constructed/open response,,
334,U8-S3-P2-19,Practice Set 2,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,P2-19,Table,constructed/open response,,
335,U8-S3-P2-20,Practice Set 2,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,P2-20,Equation,constructed/open response,,
336,U8-S3-P2-21,Practice Set 2,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,P2-21,Context,constructed/open response,,
337,U8-S3-P2-22,Practice Set 2,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTORED,P2-22,Equation,constructed/open response,,
338,U8-S3-P2-23,Practice Set 2,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,P2-23,Equation,constructed/open response,,
339,U8-S3-P2-24,Practice Set 2,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-CONTEXT,P2-24,Context + Equation,constructed/open response,,
340,U8-S3-P3-01,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,P3-1,Equation,constructed/open response,,
341,U8-S3-P3-02,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,P3-2,Table,constructed/open response,,
342,U8-S3-P3-03,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-PIECEWISE-EVAL,P3-3,Equation,constructed/open response,,
343,U8-S3-P3-04,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-WRITE-PIECEWISE,P3-4,Context + Equation,constructed/open response,,
344,U8-S3-P3-05,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-DOMAIN-RESTRICTION,P3-5,Context,constructed/open response,,
345,U8-S3-P3-06,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-GRAPH-ABS,P3-6,Graph,constructed/open response,,
346,U8-S3-P3-07,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-EQUATION,P3-7,Equation + Context,constructed/open response,,
347,U8-S3-P3-08,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-PIECEWISE-CONNECT,P3-8,Multiple representations,constructed/open response,,
348,U8-S3-P3-09,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-INTERVAL-BEHAVIOR,P3-9,Equation,constructed/open response,,
349,U8-S3-P3-10,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-DISTANCE-MODEL,P3-10,Context + Equation,constructed/open response,,
350,U8-S3-P3-11,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-FEATURES,P3-11,Equation,constructed/open response,,
351,U8-S3-P3-12,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-SYMMETRY-TABLE,P3-12,Table,constructed/open response,,
352,U8-S3-P3-13,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-PIECEWISE-EVAL,P3-13,Equation,constructed/open response,,
353,U8-S3-P3-14,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-WRITE-PIECEWISE,P3-14,Context + Equation,constructed/open response,,
354,U8-S3-P3-15,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-DOMAIN-RESTRICTION,P3-15,Context,constructed/open response,,
355,U8-S3-P3-16,Practice Set 3,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-GRAPH-ABS,P3-16,Graph,constructed/open response,,
356,U8-S3-P3-17,Practice Set 3,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-EQUATION,P3-17,Equation + Context,constructed/open response,,
357,U8-S3-P3-18,Practice Set 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-ABS-PIECEWISE-CONNECT,P3-18,Multiple representations,constructed/open response,,
358,U8-S3-P3-19,Practice Set 3,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,P3-19,Table,constructed/open response,,
359,U8-S3-P3-20,Practice Set 3,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,P3-20,Equation,constructed/open response,,
360,U8-S3-P3-21,Practice Set 3,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,P3-21,Context,constructed/open response,,
361,U8-S3-P3-22,Practice Set 3,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTORED,P3-22,Equation,constructed/open response,,
362,U8-S3-P3-23,Practice Set 3,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,P3-23,Equation,constructed/open response,,
363,U8-S3-P3-24,Practice Set 3,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-CONTEXT,P3-24,Context + Equation,constructed/open response,,
364,U8-S3-PX-01,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,PX-1,Equation,constructed/open response,,
365,U8-S3-PX-02,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,PX-2,Table,constructed/open response,,
366,U8-S3-PX-03,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-PIECEWISE-EVAL,PX-3,Equation,constructed/open response,,
367,U8-S3-PX-04,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-WRITE-PIECEWISE,PX-4,Context + Equation,constructed/open response,,
368,U8-S3-PX-05,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-DOMAIN-RESTRICTION,PX-5,Context,constructed/open response,,
369,U8-S3-PX-06,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-GRAPH-ABS,PX-6,Graph,constructed/open response,,
370,U8-S3-PX-07,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-EQUATION,PX-7,Equation + Context,constructed/open response,,
371,U8-S3-PX-08,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-PIECEWISE-CONNECT,PX-8,Multiple representations,constructed/open response,,
372,U8-S3-PX-09,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-INTERVAL-BEHAVIOR,PX-9,Equation,constructed/open response,,
373,U8-S3-PX-10,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-DISTANCE-MODEL,PX-10,Context + Equation,constructed/open response,,
374,U8-S3-PX-11,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-FEATURES,PX-11,Equation,constructed/open response,,
375,U8-S3-PX-12,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-SYMMETRY-TABLE,PX-12,Table,constructed/open response,,
376,U8-S3-PX-13,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-PIECEWISE-EVAL,PX-13,Equation,constructed/open response,,
377,U8-S3-PX-14,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-WRITE-PIECEWISE,PX-14,Context + Equation,constructed/open response,,
378,U8-S3-PX-15,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-DOMAIN-RESTRICTION,PX-15,Context,constructed/open response,,
379,U8-S3-PX-16,Extra Practice,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-GRAPH-ABS,PX-16,Graph,constructed/open response,,
380,U8-S3-PX-17,Extra Practice,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-ABS-EQUATION,PX-17,Equation + Context,constructed/open response,,
381,U8-S3-PX-18,Extra Practice,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-ABS-PIECEWISE-CONNECT,PX-18,Multiple representations,constructed/open response,,
382,U8-S3-PX-19,Extra Practice,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,PX-19,Table,constructed/open response,,
383,U8-S3-PX-20,Extra Practice,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,PX-20,Equation,constructed/open response,,
384,U8-S3-PX-21,Extra Practice,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,PX-21,Context,constructed/open response,,
385,U8-S3-PX-22,Extra Practice,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTORED,PX-22,Equation,constructed/open response,,
386,U8-S3-PX-23,Extra Practice,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,PX-23,Equation,constructed/open response,,
387,U8-S3-PX-24,Extra Practice,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-CONTEXT,PX-24,Context + Equation,constructed/open response,,
388,U8-S3-CYU-01,CYU,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,CYU-1,Equation,constructed/open response,,
389,U8-S3-CYU-02,CYU,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,CYU-2,Table,constructed/open response,,
390,U8-S3-CYU-03,CYU,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-PIECEWISE-EVAL,CYU-3,Equation,constructed/open response,,
391,U8-S3-CYU-04,CYU,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-WRITE-PIECEWISE,CYU-4,Context + Equation,constructed/open response,,
392,U8-S3-CYU-05,CYU,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-DOMAIN-RESTRICTION,CYU-5,Context,constructed/open response,,
393,U8-S3-CYU-06,CYU,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-GRAPH-ABS,CYU-6,Graph,constructed/open response,,
394,U8-S3-WU1-01,Warm-Up 1,8.3,Accurately perform operations with integers while using the Diamond Problem relationship.,Prior/Review,DIAMOND,S3,Diamond,constructed/open response,,
395,U8-S3-WU1-02,Warm-Up 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,WU1-2,Equation,constructed/open response,,
396,U8-S3-WU1-03,Warm-Up 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,WU1-3,Context,constructed/open response,,
397,U8-S3-WU1-04,Warm-Up 1,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,WU1-4,Table,constructed/open response,,
398,U8-S3-WU2-01,Warm-Up 2,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,WU2-1,Equation,constructed/open response,,
399,U8-S3-WU2-02,Warm-Up 2,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,WU2-2,Table,constructed/open response,,
400,U8-S3-WU2-03,Warm-Up 2,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,WU2-3,Table,constructed/open response,,
401,U8-S3-WU2-04,Warm-Up 2,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,WU2-4,Equation,constructed/open response,,
402,U8-S3-WU3-01,Warm-Up 3,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-ABS-FEATURES,WU3-1,Equation,constructed/open response,,
403,U8-S3-WU3-02,Warm-Up 3,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,WU3-2,Table,constructed/open response,,
404,U8-S3-WU3-03,Warm-Up 3,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-FACTOR,WU3-3,Equation,constructed/open response,,
405,U8-S3-WU3-04,Warm-Up 3,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery Retrieval,S3-MAS-CONTEXT,WU3-4,Context + Equation,constructed/open response,,
406,U8-S3-ETA-01,Exit Ticket A,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-ABS-FEATURES,ETA-1,Context + Equation,constructed/open response,,
407,U8-S3-ETA-02,Exit Ticket A,8.3,"I can apply key features of absolute value graphs to interpret vertex, intercepts, and rate of change.",Intro,S3-SYMMETRY-TABLE,ETA-2,Table,constructed/open response,,
408,U8-S3-ETA-03,Exit Ticket A,8.3,I can predict outputs and intervals from absolute value and piecewise rules in context.,Intro,S3-PIECEWISE-EVAL,ETA-3,Equation,constructed/open response,,
409,U8-S3-ETA-04,Exit Ticket A,8.3,"I can design an absolute value or piecewise representation for situations with distance, change in direction, or two-part behavior.",Intro,S3-WRITE-PIECEWISE,ETA-4,Context + Equation,constructed/open response,,
410,U8-S3-ETB-01,Exit Ticket B,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,ETB-1,Context,constructed/open response,,
411,U8-S3-ETB-02,Exit Ticket B,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-PATTERN,ETB-2,Table,constructed/open response,,
412,U8-S3-ETB-03,Exit Ticket B,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-EQ,ETB-3,Equation,constructed/open response,,
413,U8-S3-ETB-04,Exit Ticket B,8.3,"Identify exponential relationships from patterns, tables, graphs, and situations.",Review,S3-REV-EXP-CONTEXT,ETB-4,Context,constructed/open response,,
414,U8-S3-ETC-01,Exit Ticket C,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery/Portfolio,S3-MAS-FACTORED,ETC-1,Equation,constructed/open response,,U8-MG01
415,U8-S3-ETC-02,Exit Ticket C,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery/Portfolio,S3-MAS-FACTOR,ETC-2,Equation,constructed/open response,,U8-MG01
416,U8-S3-ETC-03,Exit Ticket C,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery/Portfolio,S3-MAS-CONTEXT,ETC-3,Context + Equation,constructed/open response,,U8-MG01
417,U8-S3-ETC-04,Exit Ticket C,8.3,Solve quadratic equations using factored form and interpret solutions.,Mastery/Portfolio,S3-MAS-FACTORED,ETC-4,Equation,constructed/open response,,U8-MG01
418,U8-S4-WTC-001,WTC,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-WTC-MODELING,WTC,Table + Scatter plot,constructed/open response,,
419,U8-S4-EX-01,Notes Example,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,EX1,Table,constructed/open response,,
420,U8-S4-YTI-01,Notes YTI,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,YTI1,Table,constructed/open response,,
421,U8-S4-EX-02,Notes Example,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,EX2,Scatter plot,constructed/open response,,
422,U8-S4-YTI-02,Notes YTI,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,YTI2,Scatter plot,constructed/open response,,
423,U8-S4-EX-03,Notes Example,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,EX3,Equation + Context,constructed/open response,,
424,U8-S4-YTI-03,Notes YTI,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,YTI3,Equation + Context,constructed/open response,,
425,U8-S4-EX-04,Notes Example,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,EX4,Context,constructed/open response,,
426,U8-S4-YTI-04,Notes YTI,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,YTI4,Context,constructed/open response,,
427,U8-S4-EX-05,Notes Example,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,EX5,Context,constructed/open response,,
428,U8-S4-YTI-05,Notes YTI,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,YTI5,Context,constructed/open response,,
429,U8-S4-EX-06,Notes Example,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,EX6,Equation + Data point,constructed/open response,,
430,U8-S4-YTI-06,Notes YTI,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,YTI6,Equation + Data point,constructed/open response,,
431,U8-S4-P1-01,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,P1-1,Scatter plot,constructed/open response,,
432,U8-S4-P1-02,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,P1-2,Equation + Context,constructed/open response,,
433,U8-S4-P1-03,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,P1-3,Context,constructed/open response,,
434,U8-S4-P1-04,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,P1-4,Context,constructed/open response,,
435,U8-S4-P1-05,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-RESIDUAL,P1-5,Equation + Data point,constructed/open response,,
436,U8-S4-P1-06,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-COMPARE-MODELS,P1-6,Context,constructed/open response,,
437,U8-S4-P1-07,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-REVISE,P1-7,Context + Data,constructed/open response,,
438,U8-S4-P1-08,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PARAMETER,P1-8,Equation + Context,constructed/open response,,
439,U8-S4-P1-09,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-LINEAR-FIT,P1-9,Table + Equation,constructed/open response,,
440,U8-S4-P1-10,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,P1-10,Table,constructed/open response,,
441,U8-S4-P1-11,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,P1-11,Scatter plot,constructed/open response,,
442,U8-S4-P1-12,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,P1-12,Equation + Context,constructed/open response,,
443,U8-S4-P1-13,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,P1-13,Context,constructed/open response,,
444,U8-S4-P1-14,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,P1-14,Context,constructed/open response,,
445,U8-S4-P1-15,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,P1-15,Equation + Data point,constructed/open response,,
446,U8-S4-P1-16,Practice Set 1,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-COMPARE-MODELS,P1-16,Context,constructed/open response,,
447,U8-S4-P1-17,Practice Set 1,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-REVISE,P1-17,Context + Data,constructed/open response,,
448,U8-S4-P1-18,Practice Set 1,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PARAMETER,P1-18,Equation + Context,constructed/open response,,
449,U8-S4-P1-19,Practice Set 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,P1-19,Context + Equation,constructed/open response,,
450,U8-S4-P1-20,Practice Set 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,P1-20,Equation + Context,constructed/open response,,
451,U8-S4-P1-21,Practice Set 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,P1-21,Equation + Context,constructed/open response,,
452,U8-S4-P1-22,Practice Set 1,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-VERTEX,P1-22,Context + Equation,constructed/open response,,
